Name,Ingredients
Oreo Mudslide ,"['1 oz  Vodka', '1 oz  Kahlua', '1 oz  Baileys irish cream', '2 scoops  Vanilla ice-cream', '1  Oreo cookie', '1 oz  Vodka', '1 oz  Kahlua', '1 oz  Baileys irish cream', '2 scoops  Vanilla ice-cream', '1  Oreo cookie']"
Orgasm ,"['1/2 oz white  Creme de Cacao', '1/2 oz  Amaretto', '1/2 oz  Triple sec', '1/2 oz  Vodka', '1 oz  Light cream', '1/2 oz white  Creme de Cacao', '1/2 oz  Amaretto', '1/2 oz  Triple sec', '1/2 oz  Vodka', '1 oz  Light cream']"
Owen's Grandmother's Revenge ,"['12 oz  Whiskey', '12 oz  Beer', '12 oz frozen  Lemonade', '1 cup crushed  Ice', '12 oz  Whiskey', '12 oz  Beer', '12 oz frozen  Lemonade', '1 cup crushed  Ice']"
Paloma ,"['3 oz Grape Soda', '1 1/2 oz Tequila', '3 oz Grape Soda', '1 1/2 oz Tequila']"
Paradise ,"['7 parts Gin', '4 parts Apricot Brandy', '3 parts  Orange Juice', '7 parts Gin', '4 parts Apricot Brandy', '3 parts  Orange Juice']"
Passion Fruit Martini ,"['1 shot Vodka', '1/2 shot Sugar Syrup', 'Full Glass Passion fruit juice', '1 shot Vodka', '1/2 shot Sugar Syrup', 'Full Glass Passion fruit juice']"
Pegu Club ,"['1 1/2 oz Gin', '3/4 oz Orange Curacao', '3/4 oz Lime Juice', '1 dash Angostura Bitters', '1 dash Orange Bitters', '1 1/2 oz Gin', '3/4 oz Orange Curacao', '3/4 oz Lime Juice', '1 dash Angostura Bitters', '1 dash Orange Bitters']"
Penicillin ,"['2 oz Blended Scotch', '3/4 oz Lemon Juice', '2 tsp Honey syrup', '2 tsp Ginger Syrup', '1/4 oz Islay single malt Scotch', '2 oz Blended Scotch', '3/4 oz Lemon Juice', '2 tsp Honey syrup', '2 tsp Ginger Syrup', '1/4 oz Islay single malt Scotch']"
Pina Colada ,"['3 oz  Light rum', '3 tblsp  Coconut milk', '3 tblsp  Pineapple', '3 oz  Light rum', '3 tblsp  Coconut milk', '3 tblsp  Pineapple']"
Pineapple Gingerale Smoothie ,"['1/4 inch  Ginger', '1/2  Pineapple', '1/4 inch  Ginger', '1/2  Pineapple']"
Pineapple Paloma ,"['4 oz Tequila', '4 oz Grapefruit Juice', '1 oz Fresh Lime Juice', '8 oz Pineapple Juice', 'Garnish with Lime', 'Rimmed Pepper', '4 oz Tequila', '4 oz Grapefruit Juice', '1 oz Fresh Lime Juice', '8 oz Pineapple Juice', 'Garnish with Lime', 'Rimmed Pepper']"
Pink Gin ,"['3 dashes  Bitters', '2 oz  Gin', '3 dashes  Bitters', '2 oz  Gin']"
Pink Lady ,"['1 1/2 oz  Gin', '1 tsp  Grenadine', '1 tsp  Light cream', '1  Egg white', '1 1/2 oz  Gin', '1 tsp  Grenadine', '1 tsp  Light cream', '1  Egg white']"
Pink Moon ,"['1 shot Gin', '1 shot Coconut Liqueur', '25 ml Elderflower cordial', '30 ml Lime Juice', 'Garnish with Blackberries', '1 shot Gin', '1 shot Coconut Liqueur', '25 ml Elderflower cordial', '30 ml Lime Juice', 'Garnish with Blackberries']"
Pink Panty Pulldowns ,"['1 L  Sprite', '2 cups  Pink lemonade', '2 cups  Vodka', '1 L  Sprite', '2 cups  Pink lemonade', '2 cups  Vodka']"
Pink Penocha ,"['750 ml  Everclear', '1750 ml  Vodka', '1750 ml  Peach schnapps', '1 gal  Orange juice', '1 gal  Cranberry juice', '750 ml  Everclear', '1750 ml  Vodka', '1750 ml  Peach schnapps', '1 gal  Orange juice', '1 gal  Cranberry juice']"
Pisco Sour ,"['2 oz  Pisco', '1 oz  Lemon juice', '1-2 tblsp  Sugar', '1 Ice', ' Egg White', '2 oz  Pisco', '1 oz  Lemon juice', '1-2 tblsp  Sugar', '1 Ice', ' Egg White']"
Planter's Punch ,"['1 part  Dark rum', '1/2 part  Orgeat syrup', '2 parts  Orange juice', '1 part  Pineapple juice', '1 part  Dark rum', '1/2 part  Orgeat syrup', '2 parts  Orange juice', '1 part  Pineapple juice']"
Planter’s Punch ,"['4.5 cL Dark Rum', '3 cl Orange Juice', '3.5 cl Pineapple Juice', '1 cl Grenadine', '1 cl Sugar Syrup', '4 drops Angostura Bitters', '4.5 cL Dark Rum', '3 cl Orange Juice', '3.5 cl Pineapple Juice', '1 cl Grenadine', '1 cl Sugar Syrup', '4 drops Angostura Bitters']"
Popped cherry ,"['2 oz  Vodka', '2 oz  Cherry liqueur', '4 oz  Cranberry juice', '4 oz  Orange juice', '2 oz  Vodka', '2 oz  Cherry liqueur', '4 oz  Cranberry juice', '4 oz  Orange juice']"
Poppy Cocktail ,"['1 1/2 oz  Gin', '3/4 oz white  Creme de Cacao', '1 1/2 oz  Gin', '3/4 oz white  Creme de Cacao']"
Pornstar Martini ,"['3 cl Vodka', '3 cl Passoa', '1 cl Passion fruit juice', '1 cl Lime', '1 shot Prosecco', '3 cl Vodka', '3 cl Passoa', '1 cl Passion fruit juice', '1 cl Lime', '1 shot Prosecco']"
Port And Starboard ,"['1 tblsp  Grenadine', '1/2 oz  Green Creme de Menthe', '1 tblsp  Grenadine', '1/2 oz  Green Creme de Menthe']"
Port Wine Cocktail ,"['2 1/2 oz  Port', '1/2 tsp  Brandy', '2 1/2 oz  Port', '1/2 tsp  Brandy']"
Port Wine Flip ,"['1 1/2 oz  Port', '2 tsp  Light cream', '1 tsp  Powdered sugar', '1 whole  Egg', ' Nutmeg', '1 1/2 oz  Port', '2 tsp  Light cream', '1 tsp  Powdered sugar', '1 whole  Egg', ' Nutmeg']"
Porto flip ,"['3 parts Brandy', '9 parts Port', '2 parts Egg Yolk', '3 parts Brandy', '9 parts Port', '2 parts Egg Yolk']"
Pure Passion ,"['40 ml Rum', '20 ml Passoa', '30 ml Lime Juice', '15 ml Passion fruit syrup', 'Dash Peach Bitters', 'Garnish with Mint', '40 ml Rum', '20 ml Passoa', '30 ml Lime Juice', '15 ml Passion fruit syrup', 'Dash Peach Bitters', 'Garnish with Mint']"
Pysch Vitamin Light ,"['1 part  Orange juice', '1 part  Apple juice', '1 part  Pineapple juice', ' Ice', '1 part  Orange juice', '1 part  Apple juice', '1 part  Pineapple juice', ' Ice']"
Quaker's Cocktail ,"['3/4 oz  Light rum', '3/4 oz  Brandy', 'Juice of 1/4  Lemon', '2 tsp  Raspberry syrup', '3/4 oz  Light rum', '3/4 oz  Brandy', 'Juice of 1/4  Lemon', '2 tsp  Raspberry syrup']"
Quarter Deck Cocktail ,"['1 1/2  Light rum', '1/3 oz cream  Sherry', 'Juice of 1/2  Lime', '1 1/2  Light rum', '1/3 oz cream  Sherry', 'Juice of 1/2  Lime']"
Queen Bee ,"['1 oz  Coffee brandy', '1 1/2 oz  Lime vodka', '1/2 oz cream  Sherry', '1 oz  Coffee brandy', '1 1/2 oz  Lime vodka', '1/2 oz cream  Sherry']"
Queen Charlotte ,"['2 oz  Red wine', '1 oz  Grenadine', ' Lemon-lime soda', '2 oz  Red wine', '1 oz  Grenadine', ' Lemon-lime soda']"
Queen Elizabeth ,"['1/2 oz  Dry Vermouth', '1 1/2 oz  Gin', '1 1/2 tsp  Benedictine', '1/2 oz  Dry Vermouth', '1 1/2 oz  Gin', '1 1/2 tsp  Benedictine']"
Quentin ,"['1 1/2 oz  Dark rum', '1/2 oz  Kahlua', '1 oz  Light cream', '1/8 tsp grated  Nutmeg', '1 1/2 oz  Dark rum', '1/2 oz  Kahlua', '1 oz  Light cream', '1/8 tsp grated  Nutmeg']"
Quick F**K ,"['1 part  Kahlua', '1 part  Midori melon liqueur', '1 part  Baileys irish cream', '1 part  Kahlua', '1 part  Midori melon liqueur', '1 part  Baileys irish cream']"
Quick-sand ,"['25 ml  Black Sambuca', 'Add 250 ml  Orange juice', '25 ml  Black Sambuca', 'Add 250 ml  Orange juice']"
Radioactive Long Island Iced Tea ,"['1 oz  Rum', '1 oz  Vodka', '1 oz  Tequila', '1 oz  Gin', '1 oz  Triple sec', '1 oz  Chambord raspberry liqueur', '1 oz  Midori melon liqueur', '1 oz  Malibu rum', '1 oz  Rum', '1 oz  Vodka', '1 oz  Tequila', '1 oz  Gin', '1 oz  Triple sec', '1 oz  Chambord raspberry liqueur', '1 oz  Midori melon liqueur', '1 oz  Malibu rum']"
Radler ,"['12 oz  Beer', '12 oz  7-Up', '12 oz  Beer', '12 oz  7-Up']"
Rail Splitter ,"['2 tsp  Sugar syrup', ' Lemon juice', ' Ginger ale', '2 tsp  Sugar syrup', ' Lemon juice', ' Ginger ale']"
Ramos Gin Fizz ,"['4.5 cL Gin', '3 cl Lemon Juice', '3 cl Sugar Syrup', '6 cl Cream', '1 Egg White', '2 drop Vanilla extract', '2 cl Soda Water', '4.5 cL Gin', '3 cl Lemon Juice', '3 cl Sugar Syrup', '6 cl Cream', '1 Egg White', '2 drop Vanilla extract', '2 cl Soda Water']"
Raspberry Cooler ,"['2 oz  Raspberry vodka', '4 oz  Lemon-lime soda', ' Ice', '2 oz  Raspberry vodka', '4 oz  Lemon-lime soda', ' Ice']"
Raspberry Julep ,"['2 oz Bourbon', '1/2 oz Raspberry syrup', '8 Mint', '2 oz Bourbon', '1/2 oz Raspberry syrup', '8 Mint']"
Red Snapper ,"['1 shot  Crown Royal', '1 shot  Amaretto', '1 shot  Cranberry juice', '1 shot  Crown Royal', '1 shot  Amaretto', '1 shot  Cranberry juice']"
Rose ,"['1/2 oz  Dry Vermouth', '1 oz  Gin', '1/2 oz  Apricot brandy', '1/2 tsp  Lemon juice', '1 tsp  Grenadine', ' Powdered sugar', '1/2 oz  Dry Vermouth', '1 oz  Gin', '1/2 oz  Apricot brandy', '1/2 tsp  Lemon juice', '1 tsp  Grenadine', ' Powdered sugar']"
Rosemary Blue ,"['50 ml Gin', '15 ml Blue Curacao', '100 ml Tonic Water', 'Garnish with Rosemary', '50 ml Gin', '15 ml Blue Curacao', '100 ml Tonic Water', 'Garnish with Rosemary']"
Royal Bitch ,"['1 part  Frangelico', '1 part  Crown Royal', '1 part  Frangelico', '1 part  Crown Royal']"
Royal Fizz ,"['1 oz  Gin', '2 oz  Sweet and sour', '1 whole  Egg', ' Coca-Cola', '1 oz  Gin', '2 oz  Sweet and sour', '1 whole  Egg', ' Coca-Cola']"
Royal Flush ,"['1 1/2 oz  Crown Royal', '1 oz  Peach schnapps', '1/2 oz  Chambord raspberry liqueur', '1 oz  Cranberry juice', '1 1/2 oz  Crown Royal', '1 oz  Peach schnapps', '1/2 oz  Chambord raspberry liqueur', '1 oz  Cranberry juice']"
Royal Gin Fizz ,"['2 oz  Gin', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1 whole  Egg', ' Carbonated water', '2 oz  Gin', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1 whole  Egg', ' Carbonated water']"
Ruby Tuesday ,"['2 oz  Gin', '5 oz  Cranberry juice', '2 splashes  Grenadine', '2 oz  Gin', '5 oz  Cranberry juice', '2 splashes  Grenadine']"
Rum Cobbler ,"['1 tsp superfine  Sugar', '3 oz  Club soda', '1  Lemon', '2 oz  Dark rum', '1  Maraschino cherry', '1  Orange', '1 tsp superfine  Sugar', '3 oz  Club soda', '1  Lemon', '2 oz  Dark rum', '1  Maraschino cherry', '1  Orange']"
Rum Cooler ,"['2 oz light or dark  Rum', '4 oz  Lemon-lime soda', '1  Lemon', '2 oz light or dark  Rum', '4 oz  Lemon-lime soda', '1  Lemon']"
Rum Milk Punch ,"['2 oz  Light rum', '1 cup  Milk', '1 tsp  Powdered sugar', ' Nutmeg', '2 oz  Light rum', '1 cup  Milk', '1 tsp  Powdered sugar', ' Nutmeg']"
Rum Old-fashioned ,"['1 1/2 oz  Light rum', '1 tsp  151 proof rum', '1/2 tsp  Powdered sugar', '1 dash  Bitters', '1 tsp  Water', 'Twist of  Lime peel', '1 1/2 oz  Light rum', '1 tsp  151 proof rum', '1/2 tsp  Powdered sugar', '1 dash  Bitters', '1 tsp  Water', 'Twist of  Lime peel']"
Rum Punch ,"['mikey bottle  Rum', 'large bottle  Ginger ale', '355 ml frozen  Fruit punch', '355 ml frozen  Orange juice', 'crushed  Ice', 'mikey bottle  Rum', 'large bottle  Ginger ale', '355 ml frozen  Fruit punch', '355 ml frozen  Orange juice', 'crushed  Ice']"
Rum Runner ,"['1 1/2 oz  Malibu rum', '1 oz  Blackberry brandy', '3-4 oz  Orange juice', '3-4 oz  Pineapple juice', '3-4 oz  Cranberry juice', '1 1/2 oz  Malibu rum', '1 oz  Blackberry brandy', '3-4 oz  Orange juice', '3-4 oz  Pineapple juice', '3-4 oz  Cranberry juice']"
Rum Screwdriver ,"['1 1/2 oz  Light rum', '5 oz  Orange juice', '1 1/2 oz  Light rum', '5 oz  Orange juice']"
Rum Sour ,"['2 oz  Light rum', '1 oz  Lemon juice', '1/2 tsp superfine  Sugar', '1  Orange', '1  Maraschino cherry', '2 oz  Light rum', '1 oz  Lemon juice', '1/2 tsp superfine  Sugar', '1  Orange', '1  Maraschino cherry']"
Rum Toddy ,"['2 oz light or dark  Rum', '2 tsp  Powdered sugar', '1 twist of  Lemon peel', '2 tsp  Water', '2 oz light or dark  Rum', '2 tsp  Powdered sugar', '1 twist of  Lemon peel', '2 tsp  Water']"
Russian Spring Punch ,"['2.5 cl Vodka', '1.5 cl Creme de Cassis', '1 cl Sugar Syrup', '2.5 cl Lemon Juice', '2.5 cl Vodka', '1.5 cl Creme de Cassis', '1 cl Sugar Syrup', '2.5 cl Lemon Juice']"
Rusty Nail ,"['1 1/2 oz  Scotch', '1/2 oz  Drambuie', '1 twist of  Lemon peel', '1 1/2 oz  Scotch', '1/2 oz  Drambuie', '1 twist of  Lemon peel']"
Salted Toffee Martini ,"['50 ml  Gin', '30 ml  Chocolate liqueur', '15 ml Amaretto', 'Garnish Chocolate Sauce', 'Grated Salted Chocolate', '50 ml  Gin', '30 ml  Chocolate liqueur', '15 ml Amaretto', 'Garnish Chocolate Sauce', 'Grated Salted Chocolate']"
Salty Dog ,"['5 oz  Grapefruit juice', '1 1/2 oz  Gin', '1/4 tsp  Salt', '5 oz  Grapefruit juice', '1 1/2 oz  Gin', '1/4 tsp  Salt']"
San Francisco ,"['2 cl  Vodka', '2 cl  Creme de Banane', ' Grenadine', ' Orange juice', '2 cl  Vodka', '2 cl  Creme de Banane', ' Grenadine', ' Orange juice']"
Sangria ,"['1 bottle  Red wine', '1/2 cup  Sugar', '1 cup  Orange juice', '1 cup  Lemon juice', ' Cloves', ' Cinnamon', '1 bottle  Red wine', '1/2 cup  Sugar', '1 cup  Orange juice', '1 cup  Lemon juice', ' Cloves', ' Cinnamon']"
Sangria The  Best ,"['1 1/2 L  Red wine', '1 cup  Sugar', '1 large  Lemon', '1 large  Orange', '1 large  Apple', '3-4 oz plain  Brandy', ' Soda water', '1 1/2 L  Red wine', '1 cup  Sugar', '1 large  Lemon', '1 large  Orange', '1 large  Apple', '3-4 oz plain  Brandy', ' Soda water']"
Sazerac ,"['1 tsp  Ricard', '1/2 tsp superfine  Sugar', '2 dashes  Peychaud bitters', '1 tsp  Water', '2 oz  Bourbon', '1 twist of  Lemon peel', '1 tsp  Ricard', '1/2 tsp superfine  Sugar', '2 dashes  Peychaud bitters', '1 tsp  Water', '2 oz  Bourbon', '1 twist of  Lemon peel']"
Scooter ,"['1 oz  Brandy', '1 oz  Amaretto', '1 oz  Light cream', '1 oz  Brandy', '1 oz  Amaretto', '1 oz  Light cream']"
Scotch Cobbler ,"['2 oz  Scotch', '4 dashes  Brandy', '4 dashes  Curacao', '1 slice  Orange', '1  Mint', '2 oz  Scotch', '4 dashes  Brandy', '4 dashes  Curacao', '1 slice  Orange', '1  Mint']"
Scotch Sour ,"['1 1/2 oz  Scotch', 'Juice of 1/2  Lime', '1/2 tsp  Powdered sugar', '1/2 slice  Lemon', '1  Cherry', '1 1/2 oz  Scotch', 'Juice of 1/2  Lime', '1/2 tsp  Powdered sugar', '1/2 slice  Lemon', '1  Cherry']"
Scottish Highland Liqueur ,"['1 fifth  Johnnie Walker', '1 1/2 cup mild  Honey', '2 tsp dried and chopped  Angelica root', '1/4 tsp crushed  Fennel seeds', '2 2 inch strips  Lemon peel', '1 fifth  Johnnie Walker', '1 1/2 cup mild  Honey', '2 tsp dried and chopped  Angelica root', '1/4 tsp crushed  Fennel seeds', '2 2 inch strips  Lemon peel']"
Screaming Orgasm ,"['1 oz  Vodka', '1 1/2 oz  Baileys irish cream', '1/2 oz  Kahlua', '1 oz  Vodka', '1 1/2 oz  Baileys irish cream', '1/2 oz  Kahlua']"
Screwdriver ,"['2 oz  Vodka', ' Orange juice', '2 oz  Vodka', ' Orange juice']"
Sea breeze ,"['1 1/2 oz  Vodka', '4 oz  Cranberry juice', '1 oz  Grapefruit juice', '1 1/2 oz  Vodka', '4 oz  Cranberry juice', '1 oz  Grapefruit juice']"
Sex on the Beach ,"['1 oz  Vodka', '3/4 oz  Peach schnapps', ' Cranberry juice', ' Orange juice', '1 oz  Vodka', '3/4 oz  Peach schnapps', ' Cranberry juice', ' Orange juice']"
Shanghai Cocktail ,"['1 oz Jamaican  Light rum', '1 tsp  Anisette', '1/2 tsp  Grenadine', 'Juice of 1/4  Lemon', '1 oz Jamaican  Light rum', '1 tsp  Anisette', '1/2 tsp  Grenadine', 'Juice of 1/4  Lemon']"
Shark Attack ,"['1 can  Lemonade', '3 cans  Water', '1 1/2 cup  Vodka', '1 can  Lemonade', '3 cans  Water', '1 1/2 cup  Vodka']"
Sherry Eggnog ,"['2 oz cream  Sherry', '1 tsp  Powdered sugar', '1 whole  Egg', ' Milk', ' Nutmeg', '2 oz cream  Sherry', '1 tsp  Powdered sugar', '1 whole  Egg', ' Milk', ' Nutmeg']"
Sherry Flip ,"['1 1/2 oz cream  Sherry', '2 tsp  Light cream', '1 tsp  Powdered sugar', '1 whole  Egg', ' Nutmeg', '1 1/2 oz cream  Sherry', '2 tsp  Light cream', '1 tsp  Powdered sugar', '1 whole  Egg', ' Nutmeg']"
Shot-gun ,"['1 part  Jim Beam', '1 part  Jack Daniels', '1 oz  Wild Turkey', '1 part  Jim Beam', '1 part  Jack Daniels', '1 oz  Wild Turkey']"
Sidecar ,"['2 oz  Cognac', '1/2 oz  Cointreau', '1 oz  Lemon juice', '2 oz  Cognac', '1/2 oz  Cointreau', '1 oz  Lemon juice']"
Sidecar Cocktail ,"['1 oz  Brandy', '1/2 oz  Triple sec', 'Juice of 1/4  Lemon', '1 oz  Brandy', '1/2 oz  Triple sec', 'Juice of 1/4  Lemon']"
Singapore Sling ,"['1/2 oz  Cherry brandy', '1/2 oz  Grenadine', '1 oz  Gin', '2 oz  Sweet and sour', ' Carbonated water', ' Cherry', '1/2 oz  Cherry brandy', '1/2 oz  Grenadine', '1 oz  Gin', '2 oz  Sweet and sour', ' Carbonated water', ' Cherry']"
Slippery Nipple ,"['1 part Sambuca', '1 part Irish cream', '1 part Sambuca', '1 part Irish cream']"
Sloe Gin Cocktail ,"['2 oz  Sloe gin', '1/4 tsp  Dry Vermouth', '1 dash  Orange bitters', '2 oz  Sloe gin', '1/4 tsp  Dry Vermouth', '1 dash  Orange bitters']"
Smashed Watermelon Margarita ,"['1/2 cup Watermelon', '5 Mint', '1/3 Cup Grapefruit Juice', 'Juice of 1/2 Lime', '1 shot Tequila', 'Garnish with Watermelon', 'Garnish with Mint', '1/2 cup Watermelon', '5 Mint', '1/3 Cup Grapefruit Juice', 'Juice of 1/2 Lime', '1 shot Tequila', 'Garnish with Watermelon', 'Garnish with Mint']"
Smut ,"['1/3 part  Red wine', '1 shot  Peach schnapps', '1/3 part  Pepsi Cola', '1/3 part  Orange juice', '1/3 part  Red wine', '1 shot  Peach schnapps', '1/3 part  Pepsi Cola', '1/3 part  Orange juice']"
Snake Bite (UK) ,"['1/2 pint  Lager', '1/2 pint sweet or dry  Cider', '1/2 pint  Lager', '1/2 pint sweet or dry  Cider']"
Snakebite and Black ,"['1/2 pint  Lager', '1/2 pint  Cider', 'A little bit of  Blackcurrant squash', '1/2 pint  Lager', '1/2 pint  Cider', 'A little bit of  Blackcurrant squash']"
Snowball ,"['1 1/2 oz  Advocaat', '8-10 oz cold  Lemonade', '1 slice  Lemon', 'cubes Ice', '1 1/2 oz  Advocaat', '8-10 oz cold  Lemonade', '1 slice  Lemon', 'cubes Ice']"
Snowday ,"['1 oz Vodka', '1 oz Amaro Montenegro', '1 oz Ruby Port', '1 tsp Blood Orange', 'Dash Angostura Bitters', 'Garnish with Orange Peel', '1 oz Vodka', '1 oz Amaro Montenegro', '1 oz Ruby Port', '1 tsp Blood Orange', 'Dash Angostura Bitters', 'Garnish with Orange Peel']"
Sol Y Sombra ,"['1 1/2 oz  Brandy', '1 1/2 oz  Anisette', '1 1/2 oz  Brandy', '1 1/2 oz  Anisette']"
Space Odyssey ,"['1 shot Bacardi  151 proof rum', '1 shot  Malibu rum', '1 shot  Pineapple juice', ' Orange juice', ' Grenadine', ' Cherries', '1 shot Bacardi  151 proof rum', '1 shot  Malibu rum', '1 shot  Pineapple juice', ' Orange juice', ' Grenadine', ' Cherries']"
Spanish chocolate ,"['2 cups  Milk', '2 oz sweet  Chocolate', '1/2 tsp  Cinnamon', '2 beaten  Egg yolk', '2 cups  Milk', '2 oz sweet  Chocolate', '1/2 tsp  Cinnamon', '2 beaten  Egg yolk']"
Spice 75 ,"['60 ml Sugar', '1 tblsp Allspice', '20 cl Rum', '90 ml Lime Juice', '6 cl Champagne', 'Garnish with Orange spiral', '60 ml Sugar', '1 tblsp Allspice', '20 cl Rum', '90 ml Lime Juice', '6 cl Champagne', 'Garnish with Orange spiral']"
Spiced Peach Punch ,"['46 oz  Peach nectar', '20 oz  Orange juice', '1/2 cup  Brown sugar', '3 3-inch  Cinnamon', '1/2 tsp  Cloves', '2 tblsp  Lime juice', '46 oz  Peach nectar', '20 oz  Orange juice', '1/2 cup  Brown sugar', '3 3-inch  Cinnamon', '1/2 tsp  Cloves', '2 tblsp  Lime juice']"
Spiking coffee ,"[' Coffee', ' Cinnamon', ' Coffee', ' Cinnamon']"
Spritz ,"['6 cl Prosecco', '4 cl Campari', 'splash Soda Water', '6 cl Prosecco', '4 cl Campari', 'splash Soda Water']"
Spritz Veneziano ,"['6 cl Prosecco', '4 cl Aperol', 'Top Soda Water', '6 cl Prosecco', '4 cl Aperol', 'Top Soda Water']"
Stinger ,"['1 1/2 oz  Brandy', '1/2 oz  White Creme de Menthe', '1 1/2 oz  Brandy', '1/2 oz  White Creme de Menthe']"
Stone Sour ,"['1 oz  Apricot brandy', '1 oz  Orange juice', '1 oz  Sweet and sour', '1 oz  Apricot brandy', '1 oz  Orange juice', '1 oz  Sweet and sour']"
Strawberry Daiquiri ,"['1/2 oz  Strawberry schnapps', '1 oz  Light rum', '1 oz  Lime juice', '1 tsp  Powdered sugar', '1 oz  Strawberries', '1/2 oz  Strawberry schnapps', '1 oz  Light rum', '1 oz  Lime juice', '1 tsp  Powdered sugar', '1 oz  Strawberries']"
Strawberry Lemonade ,"['Juice of 1  Lemon', '1 tblsp  Sugar', '8-10 ripe  Strawberries', '1 cup  Water', 'Juice of 1  Lemon', '1 tblsp  Sugar', '8-10 ripe  Strawberries', '1 cup  Water']"
Strawberry Margarita ,"['1/2 oz  Strawberry schnapps', '1 oz  Tequila', '1/2 oz  Triple sec', '1 oz  Lemon juice', '1 oz  Strawberries', ' Salt', '1/2 oz  Strawberry schnapps', '1 oz  Tequila', '1/2 oz  Triple sec', '1 oz  Lemon juice', '1 oz  Strawberries', ' Salt']"
Strawberry Shivers ,"['1 1/2 cup  Strawberries', '4 tsp  Honey', '1/2 cup  Water', '1 1/2 cup  Strawberries', '4 tsp  Honey', '1/2 cup  Water']"
Sunny Holiday Punch ,"['46 oz chilled  Pineapple juice', '28 oz  Club soda', '6 oz frozen  Orange juice', '1  Lemon', '2 cups  Berries', '1 bottle  Champagne', '46 oz chilled  Pineapple juice', '28 oz  Club soda', '6 oz frozen  Orange juice', '1  Lemon', '2 cups  Berries', '1 bottle  Champagne']"
Surf City Lifesaver ,"['1 part  Ouzo', '1 part  Baileys irish cream', '2 parts  Gin', '1/2 part  Grand Marnier', '1 part  Ouzo', '1 part  Baileys irish cream', '2 parts  Gin', '1/2 part  Grand Marnier']"
Swedish Coffee ,"['1 cup Coffee', '4 cl  Aquavit', 'By taste  Sugar', '1 cup Coffee', '4 cl  Aquavit', 'By taste  Sugar']"
Sweet Bananas ,"['2 cups  Milk', '1  Banana', '1 tblsp  Honey', '2 cups  Milk', '1  Banana', '1 tblsp  Honey']"
Sweet Sangria ,"['2 bottles  Red wine', '1 cup  Sugar', '2 cups hot  Water', '1 cup Apple', ' wedges\n Orange', ' wedges\n Lime', ' Lemon', ' Fresca', '2 bottles  Red wine', '1 cup  Sugar', '2 cups hot  Water', '1 cup Apple', ' wedges\n Orange', ' wedges\n Lime', ' Lemon', ' Fresca']"
Sweet Tooth ,"['2 shots  Godiva liqueur', ' Milk', '2 shots  Godiva liqueur', ' Milk']"
Talos Coffee ,"['3 parts  Grand Marnier', '1 part  Coffee', '3 parts  Grand Marnier', '1 part  Coffee']"
Tennesee Mud ,"['8 oz  Coffee', '4 oz  Jack Daniels', '4 oz  Amaretto', ' Whipped cream', '8 oz  Coffee', '4 oz  Jack Daniels', '4 oz  Amaretto', ' Whipped cream']"
Tequila Fizz ,"['2 oz  Tequila', '1 tblsp  Lemon juice', '3/4 oz  Grenadine', '1  Egg white', ' Ginger ale', '2 oz  Tequila', '1 tblsp  Lemon juice', '3/4 oz  Grenadine', '1  Egg white', ' Ginger ale']"
Tequila Slammer ,"['1 shot Tequila', '1 part 7-up', '1 shot Tequila', '1 part 7-up']"
Tequila Sour ,"['2 oz  Tequila', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1/2 slice  Lemon', '1  Cherry', '2 oz  Tequila', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1/2 slice  Lemon', '1  Cherry']"
Tequila Sunrise ,"['2 measures  Tequila', ' Orange juice', ' Grenadine', '2 measures  Tequila', ' Orange juice', ' Grenadine']"
Tequila Surprise ,"['full glass  Tequila', 'About 8 drops  Tabasco sauce', 'full glass  Tequila', 'About 8 drops  Tabasco sauce']"
Texas Rattlesnake ,"['1 part  Yukon Jack', '1/2 part  Cherry brandy', '1 part  Southern Comfort', '1 splash  Sweet and sour', '1 part  Yukon Jack', '1/2 part  Cherry brandy', '1 part  Southern Comfort', '1 splash  Sweet and sour']"
Texas Sling ,"['1/2 oz  Kahlua', '1/2 oz  Irish cream', '1/2 oz  Amaretto', '1/2 oz Bacardi  151 proof rum', '1 oz  Cream', '1/2 oz  Kahlua', '1/2 oz  Irish cream', '1/2 oz  Amaretto', '1/2 oz Bacardi  151 proof rum', '1 oz  Cream']"
Thai Coffee ,"['6 tblsp ground Coffee', '1/4 tsp  Coriander', '4-5 whole green  Cardamom', ' Sugar', ' Whipping cream', ' Ice', '6 tblsp ground Coffee', '1/4 tsp  Coriander', '4-5 whole green  Cardamom', ' Sugar', ' Whipping cream', ' Ice']"
Thai Iced Coffee ,"['black Coffee', ' Sugar', ' pods\n Cream', ' Cardamom', 'black Coffee', ' Sugar', ' pods\n Cream', ' Cardamom']"
Thai Iced Tea ,"['1/4 cup Thai  Tea', '1/2 cup boiling  Water', '2 tsp sweetened  Condensed milk', 'cubes Ice', 'garnish Mint', '1/4 cup Thai  Tea', '1/2 cup boiling  Water', '2 tsp sweetened  Condensed milk', 'cubes Ice', 'garnish Mint']"
